village_id,farm_id,crop_type,health_index,yield_estimate_to_date,crop_confidence,area_ha,quality_flag,gamma0_dB_06Jun,gamma0_dB_19Jun,gamma0_dB_14Aug,gamma0_dB_13Oct,establishment_dB,retention_dB,s2_ndvi_13Oct_validation_only
22,36,Bajra,25.37,24.75,0.496,0.9021,ok,-20.577,-16.78,-19.745,-21.103,-2.964,-1.358,0.1876
22,37,Groundnut,55.43,15.13,0.565,0.5266,ok,-19.419,-15.669,-20.08,-19.458,-4.411,0.622,0.1998
22,38,Groundnut,48.66,10.87,0.46,0.4925,ok,-19.662,-15.593,-20.611,-19.688,-5.018,0.923,0.1941
22,39,Groundnut,52.21,5.56,0.373,0.6675,ok,-18.983,-14.56,-19.632,-19.03,-5.072,0.602,0.3405
22,40,Groundnut,59.67,19.93,0.705,0.532,ok,-19.912,-15.636,-19.495,-19.549,-3.859,-0.054,0.271
22,41,Cotton,78.37,69.46,0.09,0.9448,ok,-15.616,-13.931,-13.923,-14.881,0.009,-0.959,0.437
22,42,Cotton,97.07,95.66,0.088,1.3556,ok,-17.773,-16.243,-14.324,-13.468,1.919,0.856,0.5809
22,43,Groundnut,63.41,20.56,0.395,0.646,ok,-19.561,-15.992,-19.417,-19.054,-3.425,0.363,0.3055
22,44,Groundnut,93.41,63.77,0.251,0.3343,ok,-19.42,-17.156,-18.819,-18.742,-1.663,0.077,0.3209
22,45,Groundnut,84.86,51.56,0.217,0.4164,ok,-18.723,-16.935,-18.858,-18.746,-1.923,0.112,0.3209
22,46,Cotton,51.19,48.35,0.0,0.0,no_valid_sar,,,,,,,
22,47,Groundnut,84.13,44.04,0.047,0.9941,ok,-19.464,-15.725,-17.724,-18.519,-1.999,-0.795,0.4032
22,48,Groundnut,67.22,25.67,0.096,0.5443,ok,-19.398,-15.897,-18.595,-19.352,-2.698,-0.757,0.2756
22,49,Cotton,42.62,10.07,0.044,1.4404,ok,-18.942,-14.135,-19.345,-18.159,-5.21,1.186,0.1926
22,50,Cotton,51.19,48.35,0.0,0.0,no_valid_sar,,,,,,,
22,51,Cotton,51.19,48.35,0.0,0.0219,no_valid_sar,,,,,,,0.2926
22,52,Cotton,51.19,48.35,0.0,0.0,no_valid_sar,,,,,,,
22,53,Groundnut,82.02,36.87,0.254,0.2259,ok,-19.471,-15.462,-18.016,-18.53,-2.554,-0.514,0.3868
22,54,Bajra,76.28,57.29,0.449,0.1834,ok,-18.42,-17.581,-18.74,-20.18,-1.16,-1.439,0.2124
22,55,Maize,38.24,75.42,0.016,0.2352,ok,-19.702,-20.952,-17.185,-20.514,3.768,-3.33,0.1571
22,56,Groundnut,41.97,15.53,0.594,0.337,ok,-18.634,-15.804,-19.985,-20.138,-4.18,-0.153,0.2138
22,57,Cotton,51.19,48.35,0.0,0.0,no_valid_sar,,,,,,,
22,58,Bajra,23.0,2.78,0.28,0.096,small_plot,-17.503,-13.962,-18.362,-20.813,-4.4,-2.451,0.3107
22,59,Maize,56.27,61.92,0.133,0.8145,ok,-18.446,-16.494,-17.805,-18.617,-1.312,-0.812,0.3656
22,60,Groundnut,72.95,38.2,0.505,0.2806,ok,-18.067,-16.869,-19.602,-19.208,-2.733,0.394,0.322
22,61,Groundnut,77.46,40.57,0.227,0.375,ok,-17.907,-16.779,-18.938,-19.042,-2.159,-0.104,0.364
22,62,Maize,42.4,65.49,0.03,0.4876,ok,-20.333,-18.461,-18.489,-19.876,-0.028,-1.387,0.2393
22,63,Groundnut,49.85,12.52,0.585,0.7578,ok,-19.705,-15.201,-19.665,-19.682,-4.463,-0.018,0.1877
22,64,Maize,49.48,64.24,0.044,0.9613,ok,-18.891,-17.407,-18.728,-18.799,-1.321,-0.071,0.2943
22,65,Groundnut,56.72,17.0,0.552,1.1754,ok,-19.45,-15.375,-19.448,-19.674,-4.073,-0.226,0.1628
22,66,Groundnut,33.93,7.44,0.427,0.4845,ok,-20.428,-15.009,-20.312,-20.276,-5.303,0.037,0.1629
22,67,Maize,68.14,41.31,0.147,0.9,ok,-15.733,-14.498,-14.703,-16.995,-0.205,-2.291,0.3088
22,68,Groundnut,43.76,14.33,0.272,0.5117,ok,-19.768,-16.229,-19.929,-19.893,-3.7,0.035,0.2569
22,69,Maize,38.79,36.98,0.072,1.0443,ok,-16.983,-16.008,-15.126,-19.856,0.882,-4.73,0.2083
22,70,Maize,64.4,65.15,0.044,1.1213,ok,-17.993,-16.519,-16.226,-19.014,0.293,-2.789,0.1611
22,71,Groundnut,54.82,22.38,0.646,0.5035,ok,-20.03,-16.3,-20.067,-19.671,-3.767,0.396,0.2395
22,72,Groundnut,61.0,57.24,0.109,0.3691,ok,-20.657,-17.859,-19.485,-20.305,-1.627,-0.819,0.3156
22,73,Bajra,69.47,51.68,0.411,0.3509,ok,-18.556,-17.998,-19.288,-20.254,-1.29,-0.966,0.1586
22,74,Cotton,84.0,74.26,0.21,0.9351,ok,-16.404,-15.67,-14.983,-14.844,0.688,0.139,0.4867
22,75,Groundnut,50.37,23.7,0.182,1.1756,ok,-19.826,-17.256,-20.031,-19.939,-2.775,0.092,0.2994
22,76,Cotton,25.79,29.72,0.361,1.3119,ok,-19.428,-16.68,-19.877,-19.174,-3.197,0.702,0.2982
22,77,Cotton,56.23,56.37,0.658,0.9374,ok,-19.751,-18.158,-19.79,-18.278,-1.631,1.512,0.2123
22,78,Groundnut,47.31,10.08,0.421,0.4009,ok,-20.315,-15.675,-20.602,-19.455,-4.928,1.147,0.2336
22,79,Groundnut,28.21,10.89,0.414,0.5705,ok,-20.453,-16.319,-21.105,-20.197,-4.787,0.909,0.207
22,80,Groundnut,15.85,11.7,0.315,1.3582,ok,-20.7,-16.914,-21.511,-20.681,-4.597,0.829,0.2007
22,81,Maize,51.08,79.21,0.024,1.4962,ok,-20.764,-18.058,-18.067,-19.818,-0.009,-1.751,0.2004
22,82,Groundnut,55.73,57.79,0.054,1.0646,ok,-20.758,-18.389,-20.026,-20.364,-1.637,-0.338,0.3736
22,83,Cotton,42.14,54.55,0.315,0.4909,ok,-18.944,-17.722,-19.927,-19.113,-2.205,0.814,0.3603
22,84,Cotton,60.98,53.03,0.034,0.1652,ok,-19.736,-16.174,-17.792,-17.909,-1.618,-0.117,0.374
22,85,Cotton,86.0,79.03,0.129,1.2806,ok,-15.098,-13.343,-13.177,-13.446,0.166,-0.269,0.5197
22,86,Cotton,85.81,79.57,0.127,2.7346,ok,-15.802,-14.12,-13.611,-13.935,0.509,-0.324,0.5732
22,87,Maize,43.02,27.63,0.101,0.7772,ok,-18.451,-16.282,-18.324,-18.791,-2.042,-0.467,0.2765
22,88,Groundnut,50.53,12.35,0.495,0.2609,ok,-17.718,-15.574,-20.345,-19.709,-4.771,0.636,0.2797
22,89,Groundnut,47.65,17.17,0.388,0.7262,ok,-18.598,-16.322,-19.95,-19.795,-3.628,0.155,0.2372
22,90,Cotton,67.36,67.97,0.072,0.3849,ok,-19.651,-17.124,-18.693,-18.043,-1.569,0.65,0.3923
22,91,Cotton,60.82,42.57,0.255,0.2343,ok,-19.153,-15.512,-18.364,-17.448,-2.853,0.917,0.4904
22,92,Cotton,62.02,46.77,0.205,0.2264,ok,-19.581,-15.857,-18.576,-17.608,-2.719,0.968,0.48
22,93,Cotton,57.7,50.02,0.544,0.1393,ok,-19.135,-16.888,-19.685,-17.275,-2.797,2.41,0.4585
22,94,Cotton,51.7,36.18,0.003,0.2785,ok,-18.73,-15.856,-19.137,-18.058,-3.281,1.079,0.4139
22,95,Maize,45.85,46.35,0.054,0.284,ok,-17.42,-15.586,-16.674,-18.757,-1.087,-2.083,0.2725
22,96,Maize,54.0,77.54,0.147,1.1555,ok,-19.366,-18.105,-18.898,-19.379,-0.794,-0.48,0.3632
22,97,Groundnut,58.68,21.14,0.496,0.5992,ok,-18.957,-16.293,-19.938,-19.392,-3.645,0.546,0.2718
22,98,Rice,77.15,83.66,0.041,0.2332,ok,-18.038,-17.748,-18.445,-18.404,-0.697,0.041,0.2429
22,99,Cotton,51.92,49.18,0.093,0.0758,ok,-16.331,-16.8,-18.384,-18.357,-1.584,0.027,0.2923
22,100,Bajra,48.02,29.49,0.449,1.0383,ok,-18.676,-16.325,-18.798,-20.716,-2.473,-1.918,0.1748
22,101,Rice,66.51,74.37,0.063,0.8634,ok,-19.637,-17.819,-18.838,-18.416,-1.019,0.421,0.3686
22,102,Cotton,58.29,47.39,0.628,0.8774,ok,-18.947,-16.581,-18.923,-17.74,-2.343,1.184,0.339
22,103,Rice,100.0,100.0,0.111,0.8204,ok,-19.443,-18.377,-13.902,-13.664,4.475,0.238,0.5865
22,104,Cotton,44.1,35.97,0.294,1.2057,ok,-18.992,-16.526,-19.153,-18.406,-2.627,0.747,0.3757
22,105,Cotton,77.23,65.88,0.026,0.8696,ok,-15.025,-13.809,-13.986,-15.168,-0.177,-1.182,0.4312
22,106,Cotton,87.42,81.73,0.095,1.2328,ok,-15.651,-13.631,-13.164,-13.669,0.467,-0.506,0.5164
22,107,Maize,40.95,42.21,0.102,0.3454,ok,-18.787,-16.193,-17.63,-18.924,-1.436,-1.294,0.3356
22,108,Cotton,78.29,68.5,0.124,1.4405,ok,-15.421,-13.797,-13.641,-14.506,0.156,-0.866,0.4523
22,109,Cotton,44.71,18.49,0.567,0.384,ok,-19.056,-15.298,-19.48,-17.308,-4.182,2.172,0.4222
22,110,Cotton,68.99,56.44,0.049,0.9027,ok,-15.936,-14.278,-14.277,-15.49,0.001,-1.213,0.4016
22,111,Cotton,50.07,32.67,0.558,1.7361,ok,-19.886,-15.882,-19.371,-17.551,-3.489,1.82,0.4058
22,112,Bajra,34.91,25.51,0.468,0.4228,ok,-19.991,-16.256,-19.041,-20.898,-2.784,-1.857,0.1692
22,113,Cotton,45.14,25.98,0.327,0.4519,ok,-18.946,-15.553,-19.427,-18.025,-3.874,1.402,0.2611
22,114,Groundnut,52.76,17.23,0.354,2.7161,ok,-19.783,-16.55,-20.301,-19.414,-3.751,0.886,0.2308
22,115,Rice,62.73,69.65,0.071,1.1777,ok,-20.158,-17.715,-19.308,-18.105,-1.594,1.204,0.4778
22,116,Groundnut,52.56,16.05,0.424,1.4371,ok,-20.286,-16.147,-20.41,-19.338,-4.264,1.073,0.2763
22,117,Maize,61.83,52.53,0.052,0.5395,ok,-16.286,-14.982,-15.53,-18.437,-0.548,-2.906,0.1642
22,118,Groundnut,43.46,18.56,0.57,0.9738,ok,-19.878,-16.216,-20.042,-19.965,-3.826,0.077,0.211
22,119,Maize,62.9,42.5,0.015,0.5508,ok,-16.024,-14.48,-14.443,-18.359,0.037,-3.915,0.2039
22,120,Maize,83.11,88.16,0.399,1.0908,ok,-20.416,-17.49,-17.297,-18.552,0.193,-1.255,0.2144
22,121,Cotton,77.39,72.9,0.234,1.3063,ok,-16.24,-15.374,-15.461,-15.496,-0.086,-0.036,0.4228
22,122,Cotton,46.17,55.31,0.428,0.8743,ok,-20.927,-19.424,-20.869,-18.781,-1.444,2.088,0.2141
22,123,Cotton,71.09,68.59,0.158,0.643,ok,-20.12,-17.304,-19.414,-17.298,-2.11,2.116,0.4621
22,124,Cotton,25.65,42.12,0.008,0.7599,ok,-20.189,-18.555,-20.357,-19.884,-1.801,0.473,0.2069
22,125,Groundnut,33.69,17.98,0.468,1.0226,ok,-20.286,-16.63,-20.576,-20.248,-3.946,0.327,0.1613
22,126,Cotton,49.22,50.8,0.352,0.7151,ok,-20.698,-17.652,-20.527,-18.349,-2.876,2.178,0.4104
22,127,Rice,48.84,74.18,0.026,0.504,ok,-19.77,-19.387,-20.451,-19.25,-1.064,1.201,0.4142
22,128,Groundnut,55.98,30.88,0.439,0.2559,ok,-19.908,-17.353,-20.281,-19.708,-2.928,0.573,0.227
22,129,Rice,46.69,71.99,0.002,0.2874,ok,-21.134,-19.83,-20.379,-19.583,-0.549,0.796,0.2056
22,130,Groundnut,74.41,29.49,0.14,1.1299,ok,-19.716,-16.808,-19.103,-19.091,-2.295,0.012,0.3425
22,131,Groundnut,62.74,62.8,0.306,0.3507,ok,-19.329,-18.855,-20.489,-20.174,-1.635,0.315,0.4677
22,132,Rice,39.75,45.25,0.289,0.2255,ok,-18.832,-17.643,-20.435,-19.098,-2.792,1.337,0.317
22,133,Cotton,40.52,56.95,0.167,0.2754,ok,-20.679,-18.192,-20.448,-19.205,-2.256,1.244,0.2511
22,134,Cotton,42.24,51.5,0.133,0.5425,ok,-19.053,-17.875,-20.604,-18.866,-2.729,1.738,0.4392
22,135,Cotton,23.95,27.99,0.066,2.3403,ok,-19.639,-17.315,-19.565,-19.366,-2.25,0.199,0.2652
22,136,Groundnut,73.1,29.24,0.123,0.6784,ok,-18.94,-15.487,-18.074,-19.105,-2.587,-1.031,0.2729
22,137,Cotton,97.42,97.62,0.15,1.7808,ok,-19.443,-16.314,-15.609,-13.9,0.705,1.708,0.4692
22,138,Cotton,94.39,95.61,0.056,0.8421,ok,-19.954,-16.601,-15.137,-14.708,1.463,0.429,0.417
22,139,Cotton,42.73,37.11,0.568,0.9984,ok,-20.066,-16.96,-20.122,-18.227,-3.162,1.895,0.3352
22,140,Cotton,61.29,59.39,0.192,0.2669,ok,-19.894,-17.692,-20.253,-17.067,-2.56,3.186,0.4445
22,141,Maize,46.47,91.48,0.183,0.484,ok,-20.705,-19.697,-19.725,-20.004,-0.028,-0.279,0.1693
22,142,Groundnut,71.64,73.03,0.059,1.9453,ok,-20.618,-19.054,-19.989,-19.976,-0.935,0.012,0.1591
22,143,Groundnut,88.52,71.64,0.11,0.6453,ok,-19.758,-18.025,-19.021,-19.495,-0.997,-0.474,0.1613
22,144,Cotton,75.51,86.15,0.212,2.4646,ok,-20.648,-19.585,-20.285,-17.227,-0.7,3.058,0.4252
22,145,Groundnut,73.04,59.49,0.374,1.2803,ok,-19.299,-18.158,-19.872,-19.784,-1.714,0.088,0.2031
22,146,Cotton,51.54,43.74,0.617,0.695,ok,-19.241,-16.868,-19.599,-18.022,-2.73,1.576,0.2347
22,147,Rice,92.32,88.16,0.075,0.6208,ok,-19.785,-16.733,-16.009,-16.46,0.725,-0.451,0.2347
22,148,Cotton,63.11,52.77,0.578,0.2687,ok,-19.681,-16.488,-19.062,-17.062,-2.573,1.999,0.4257
22,149,Cotton,0.26,11.25,0.088,1.1391,ok,-20.346,-16.26,-19.674,-20.192,-3.414,-0.518,0.1813
22,150,Groundnut,56.13,11.36,0.379,0.771,ok,-19.409,-15.3,-19.524,-19.024,-4.224,0.5,0.2159
22,151,Maize,55.91,66.5,0.038,0.4697,ok,-19.0,-16.638,-17.694,-18.915,-1.056,-1.222,0.3286
22,152,Groundnut,65.73,25.49,0.475,0.3038,ok,-19.236,-16.196,-19.983,-19.219,-3.787,0.763,0.3458
22,153,Cotton,43.86,31.96,0.065,0.2808,ok,-19.407,-16.281,-19.859,-18.481,-3.578,1.378,0.3301
22,154,Cotton,83.52,75.59,0.039,0.7238,ok,-18.383,-16.111,-13.349,-14.044,2.763,-0.695,0.5551
22,155,Groundnut,54.08,22.74,0.258,0.4358,ok,-18.986,-17.395,-20.241,-19.712,-2.846,0.529,0.187
22,156,Groundnut,69.59,31.39,0.282,0.8466,ok,-19.73,-16.965,-19.484,-19.31,-2.519,0.174,0.3329
22,157,Rice,57.71,77.91,0.163,0.4224,ok,-20.854,-19.138,-20.19,-18.869,-1.053,1.321,0.2436
22,158,Groundnut,58.15,25.44,0.021,0.4538,ok,-19.429,-15.59,-18.538,-19.71,-2.948,-1.172,0.2727
22,159,Bajra,64.58,26.45,0.338,0.6722,ok,-19.19,-15.534,-18.109,-19.669,-2.574,-1.561,0.2542
22,160,Cotton,47.6,39.79,0.116,0.702,ok,-18.578,-16.491,-19.5,-18.361,-3.008,1.138,0.2116
22,161,Groundnut,64.73,37.53,0.389,0.5002,ok,-19.439,-17.585,-20.462,-19.418,-2.877,1.044,0.2481
22,162,Groundnut,69.43,29.68,0.417,0.3072,ok,-18.333,-16.439,-19.264,-19.162,-2.825,0.102,0.2242
22,163,Cotton,75.29,64.75,0.171,0.9803,ok,-15.481,-14.513,-14.579,-15.183,-0.066,-0.605,0.4458
22,164,Cotton,56.03,32.01,0.105,0.9062,ok,-17.832,-15.902,-17.427,-17.7,-1.524,-0.273,0.1916
22,165,Cotton,38.12,36.92,0.029,0.7514,ok,-20.051,-16.876,-18.967,-18.777,-2.091,0.19,0.2291
22,166,Groundnut,72.67,41.54,0.545,1.1974,ok,-20.236,-17.184,-19.869,-19.443,-2.686,0.426,0.2159
22,167,Cotton,30.99,33.19,0.077,0.7704,ok,-20.246,-17.269,-20.89,-18.988,-3.62,1.902,0.2753
22,168,Groundnut,52.86,40.51,0.155,0.7724,ok,-19.536,-18.161,-20.291,-20.146,-2.131,0.145,0.3024
22,169,Bajra,37.95,24.28,0.153,1.2283,ok,-16.643,-15.933,-16.316,-20.953,-0.382,-4.638,0.1537
22,170,Cotton,33.99,40.14,0.441,0.5501,ok,-20.398,-17.835,-21.088,-18.595,-3.253,2.493,0.2062
22,171,Cotton,60.47,66.26,0.44,0.324,ok,-19.861,-18.211,-20.253,-18.036,-2.042,2.217,0.2303
22,172,Cotton,25.43,3.33,0.127,0.7412,ok,-19.936,-15.876,-21.102,-15.693,-5.226,5.409,0.2213
22,173,Cotton,74.39,57.5,0.263,1.0506,ok,-15.473,-14.901,-15.024,-15.255,-0.123,-0.231,0.4076
22,174,Maize,66.36,45.18,0.122,0.9526,ok,-18.956,-18.006,-17.658,-19.151,0.349,-1.493,0.2324
22,175,Rice,34.28,73.03,0.069,0.1686,ok,-20.679,-20.135,-20.857,-19.982,-0.722,0.875,0.3984
22,176,Cotton,42.08,49.57,0.045,0.1732,ok,-19.094,-17.934,-20.943,-18.757,-3.009,2.186,0.3135
22,177,Cotton,29.21,51.77,0.097,0.417,ok,-19.955,-18.879,-20.71,-19.78,-1.831,0.93,0.3058
22,178,Cotton,65.24,47.7,0.108,0.2664,ok,-18.533,-18.191,-18.925,-18.005,-0.735,0.92,0.2467
22,179,Maize,45.49,72.34,0.107,0.2935,ok,-18.924,-18.719,-19.55,-19.412,-0.831,0.138,0.313
22,180,Groundnut,56.4,55.52,0.035,0.5213,ok,-17.945,-18.799,-20.199,-20.289,-1.401,-0.09,0.2917
22,181,Groundnut,40.26,22.38,0.351,0.3171,ok,-20.938,-17.573,-21.227,-19.909,-3.654,1.318,0.2169
22,182,Cotton,18.36,18.94,0.097,0.4785,ok,-20.845,-16.737,-21.271,-19.406,-4.533,1.865,0.33
22,183,Groundnut,59.97,17.36,0.367,0.3601,ok,-19.655,-15.754,-20.035,-18.956,-4.281,1.079,0.273
22,184,Cotton,43.22,15.84,0.081,0.8761,ok,-19.35,-14.911,-19.642,-18.177,-4.732,1.466,0.2894
22,185,Cotton,29.69,10.71,0.244,0.4617,ok,-19.679,-15.1,-19.374,-18.511,-4.274,0.863,0.265
22,186,Cotton,48.79,50.26,0.193,0.7722,ok,-19.338,-18.238,-19.318,-18.762,-1.081,0.556,0.2703
22,187,Rice,56.66,66.19,0.115,0.2648,ok,-19.358,-17.921,-19.129,-18.869,-1.208,0.26,0.2478
22,188,Cotton,52.32,71.66,0.207,0.7572,ok,-19.896,-18.775,-20.298,-18.89,-1.523,1.409,0.2574
22,189,Groundnut,76.98,60.09,0.396,0.4967,ok,-19.263,-17.952,-19.679,-19.692,-1.727,-0.013,0.302
22,190,Groundnut,62.58,26.88,0.517,0.6008,ok,-19.819,-16.61,-20.063,-19.32,-3.453,0.743,0.1817
22,191,Bajra,74.2,45.69,0.308,0.1818,ok,-18.232,-17.769,-18.743,-20.18,-0.974,-1.437,0.2724
22,192,Groundnut,37.89,27.49,0.474,0.5115,ok,-20.08,-17.301,-20.69,-20.353,-3.389,0.336,0.2167
22,193,Groundnut,68.33,29.45,0.552,1.1709,ok,-19.822,-16.52,-19.857,-19.267,-3.337,0.59,0.2075
22,194,Groundnut,50.67,11.16,0.371,0.5906,ok,-19.416,-15.483,-19.619,-19.526,-4.135,0.093,0.2173
22,195,Cotton,58.36,53.22,0.193,0.2705,ok,-19.337,-17.231,-20.09,-17.644,-2.86,2.446,0.203
22,196,Rice,29.92,67.45,0.242,0.2479,ok,-19.622,-19.023,-20.367,-19.797,-1.345,0.57,0.2506
22,197,Groundnut,42.87,39.9,0.136,0.2252,ok,-19.936,-17.607,-20.103,-20.728,-2.496,-0.626,0.1736
22,198,Groundnut,55.86,35.34,0.564,0.1275,ok,-19.366,-17.38,-20.362,-19.902,-2.982,0.46,0.2163
22,199,Cotton,75.2,82.97,0.126,2.2065,ok,-19.756,-17.817,-18.902,-17.876,-1.085,1.026,0.2567
22,200,Cotton,78.92,73.55,0.245,0.9396,ok,-16.453,-15.316,-15.443,-15.347,-0.127,0.096,0.4637
22,201,Cotton,28.91,30.49,0.179,1.0045,ok,-19.797,-16.672,-19.569,-18.995,-2.897,0.574,0.2606
22,202,Cotton,12.14,13.29,0.004,0.7478,ok,-18.973,-15.708,-19.497,-19.331,-3.789,0.166,0.21
22,203,Groundnut,35.75,9.25,0.378,0.6296,ok,-19.71,-16.173,-20.881,-19.81,-4.708,1.071,0.1792
22,204,Rice,34.89,49.61,0.145,1.0112,ok,-19.98,-18.324,-20.778,-19.202,-2.454,1.576,0.2668
22,205,Cotton,81.14,81.03,0.141,0.635,ok,-15.525,-15.126,-15.269,-15.435,-0.143,-0.166,0.4632
22,206,Rice,64.94,64.82,0.038,0.7843,ok,-19.621,-17.442,-18.493,-18.272,-1.051,0.22,0.4022
22,207,Cotton,44.11,29.27,0.355,0.6967,ok,-17.176,-15.951,-19.408,-18.137,-3.457,1.271,0.3518
22,208,Cotton,26.61,28.75,0.307,0.4266,ok,-19.854,-16.725,-20.105,-19.166,-3.38,0.939,0.2854
22,209,Rice,76.55,87.58,0.08,0.1583,ok,-18.906,-18.194,-18.393,-18.854,-0.199,-0.461,0.3398
22,210,Cotton,55.36,53.85,0.46,0.313,ok,-17.857,-17.273,-19.275,-18.252,-2.002,1.023,0.3319
22,211,Maize,49.72,70.53,0.239,0.1802,ok,-18.771,-18.401,-18.699,-19.598,-0.299,-0.899,0.325
22,212,Cotton,24.78,16.91,0.03,0.4319,ok,-19.789,-15.51,-19.199,-18.762,-3.689,0.437,0.2528
22,213,Cotton,73.03,62.91,0.193,0.3846,ok,-16.017,-15.586,-15.386,-15.868,0.201,-0.482,0.4274
22,214,Cotton,38.0,44.12,0.095,0.5767,ok,-19.96,-17.374,-20.334,-18.967,-2.959,1.367,0.3233
22,215,Groundnut,57.08,27.79,0.499,0.3684,ok,-20.059,-17.135,-20.511,-19.647,-3.376,0.864,0.2877
22,216,Cotton,71.01,63.15,0.023,2.2579,ok,-16.089,-14.723,-14.82,-15.862,-0.097,-1.042,0.4123
22,217,Groundnut,62.77,54.42,0.114,1.6185,ok,-20.445,-18.406,-19.96,-20.031,-1.555,-0.071,0.3855
22,218,Maize,82.05,70.05,0.25,0.521,ok,-16.721,-16.021,-15.493,-17.284,0.528,-1.791,0.3665
22,219,Cotton,70.18,61.43,0.063,0.481,ok,-16.295,-14.792,-15.06,-16.218,-0.268,-1.158,0.3837
22,220,Groundnut,29.3,9.0,0.038,0.6792,ok,-20.215,-16.655,-20.352,-20.341,-3.698,0.012,0.2213
22,221,Cotton,21.0,26.0,0.161,0.4398,ok,-20.149,-17.069,-21.127,-19.408,-4.059,1.719,0.2854
